Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE65847,"Selective coregulator function for different steroid receptors and restriction of steroid receptor chromatin occupancy by Hic-5","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65847/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA275213",,SRP054248,"Dai-Ying Wu","Dec 01, 2015"
GSE66601,"Genome-wide characterization of ARID3B binding sites and KDM4C in ARID3B-knockout OECM1 cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66601/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA277434",26776511,SRP055904,"Tsai-Tsen Liao","Dec 01, 2015"
GSE66603,"let-7 controls cancer stemness through ARID3B","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",8,,"CEL;CHP;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66603/suppl",26776511,,"Tsai-Tsen Liao","Dec 01, 2015"
GSE67282,"Establishment of tractable human iPSC-based models for the study and targeting of glioma initiation (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA279411",26899176,SRP056546,"Robert E Morey","Dec 01, 2015"
GSE72698,"Site-specific methylation and acetylation of lysine residues in the C-terminal domain (CTD) of RNA polymerase II","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72698/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA294685",26566685,SRP063304,"nicolas descostes","Dec 01, 2015"
GSE67286,"Establishment of human iPSC-based models for the study and targeting of glioma initiating cells","Expression profiling by array;Methylation profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",25,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67286/suppl",26899176,,"Robert E Morey","Nov 30, 2015"
GSE69566,"Combinatorial Regulation Mediated by Biochemically Distinct Forms of SWI/SNF [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BED;BW;CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69566/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA285873",26716708,SRP059067,"Jesse Raab","Nov 30, 2015"
GSE69568,"Genome-Wide Transcriptional Regulation Mediated By Biochemically Distinct Forms of SWI/SNF","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",28,,,,26716708,,"Jesse Raab","Nov 30, 2015"
GSE61844,"Genome-wide detection of DNase I hypersensitive sites in single cells and FFPE tissue samples","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",46,,"BED;BEDGRAPH;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61844/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA262547",26605532,SRP048222,"Keji Zhao","Nov 25, 2015"
GSE54580,"Non-canonical PRC1.1 targets active genes independent of H3K27me3 and is essential for leukemogenesis","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",38,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54580/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA237059",26748712,SRP036087,"Joost Martens","Nov 24, 2015"
GSE69646,"3D Chromosome Regulatory Landscape of Human Pluripotent Cells [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",18,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69646/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA286086",26686465,SRP059231,"Richard A Young","Nov 22, 2015"
GSE69647,"3D Chromosome Regulatory Landscape of Human Pluripotent Cells","Genome binding/occupancy profiling by high throughput sequencing;Other;Expression profiling by high throughput sequencing","Homo sapiens",32,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69647/suppl",26686465,,"Richard A Young","Nov 21, 2015"
GSE75170,"Transcriptional elongation requires DNA break-induced signaling","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",44,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75170/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA302670",26671524;27432546,SRP066388,"Heeyoun Bunch","Nov 20, 2015"
GSE72800,"Effects of transcription elongation rate and Xrn2 exonuclease activity on RNA polymerase  II termination suggest widespread kinetic competition","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",15,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72800/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA295087",26474067,SRP063468,"David L. Bentley","Nov 19, 2015"
GSE73492,"EWS and FUS Bind a Subset of Transcribed Genes Encoding Proteins Enriched in RNA Regulatory Functions","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",5,,"BED;TAR;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73492/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA297201",26573619,SRP064249,"Yonglun Luo","Nov 19, 2015"
GSE60955,"The metabolome regulates the epigenetic landscape during naïve to primed human embryonic stem cell transition","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",18,,"TSV;TXT;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60955/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA259889",26571212,SRP045911,"Hannele Ruohola-Baker","Nov 17, 2015"
GSE67382,"BAF controls genome accessibility","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",26,,"BED;BROADPEAK;NARROWPEAK;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67382/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA279685",26683334,SRP056637,"Yuning Wei","Nov 12, 2015"
GSE72266,"A validated gene regulatory network and GWAS identifies early regulators of T-cell associated diseases (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",11,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72266/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA293550",,SRP062706,"Danuta Gawel","Nov 12, 2015"
GSE70961,"Pancreatic Beta Cell Enhancers Regulate Rhythmic Transcription of Exocyst Triggering and Diabetes","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",68,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70961/suppl",26542580,,"Mark Perelis","Nov 10, 2015"
GSE50925,"Genomic localization of Cockayne syndrom B protein upon genotoxic stresses","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50925/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA219382",26578602,SRP029973,"Jieun Jeong","Nov 09, 2015"
GSE62909,"SOX15 governs a transcriptional program in human esophageal stratified epithelium and in a subset of esophageal adenocarcinomas","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BED;DIFF;FPKM_TRACKING;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62909/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA266111",26516633,SRP049465,"Ramesh Shivdasani","Nov 09, 2015"
GSE63986,"Integrative Functional Characterization of Cancer-Testis Antigens Defines Obligate Participation in Multiple Hallmarks of Cancer","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",26,,"BEDGRAPH;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63986/suppl",26567849,,"Angelique Whitehurst","Nov 09, 2015"
GSE65937,"ChIP-Seq analysis to identify direct binding of ZNF165","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65937/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA275441",26567849,SRP055032,"Angelique Whitehurst","Nov 09, 2015"
GSE73267,"Loss of histone demethylase JARID1C triggers genomic instability in cancer.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",14,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73267/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA296489",26551685,SRP063936,"Davide Cittaro","Nov 09, 2015"
GSE71952,"Epigenetic profiling in CD4 and CD8 T cells from Graves’ disease patients reveals changes in genes associated with T cell receptor signaling [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",121,,"BED;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71952/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA292564",26459776,SRP062283,"Pärt Peterson","Nov 06, 2015"
GSE71957,"Epigenetic profiling in CD4 and CD8 T cells from Graves disease patients reveals changes in genes associated with T cell receptor signaling","Expression profiling by array;Methylation profiling by genome tiling array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",305,,"IDAT;NARROWPEAK","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71957/suppl",26459776,,"Pärt Peterson","Nov 06, 2015"
GSE66318,"Nitric oxide regulates gene expression in cancers by controlling histone posttranslational modifications [HiSeq 2000]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BED;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66318/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA276511",26542213,SRP055542,"Douglas David Thomas","Nov 05, 2015"
GSE66324,"Nitric oxide regulates gene expression in cancers by controlling histone posttranslational modifications","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens;synthetic construct",22,,"BED;BW;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66324/suppl",26542213,,"Douglas David Thomas","Nov 05, 2015"
GSE65427,"Genome-wide studies identify a novel interplay between AML1 and AML1/ETO in t(8;21) acute myeloid leukemia","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BED;BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65427/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA273981",26546158,SRP052956,"Huanwei Wang","Nov 04, 2015"
GSE71378,"Cell-free DNA comprises an in vivo, genome-wide nucleosome footprint that informs its tissue(s)-of-origin","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",60,,"BB;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71378/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA291063",26771485,SRP061633,"Jay Shendure","Nov 04, 2015"
GSE44217,"Mechanisms of Ikaros Tumor Suppression with HDAC1 through distinct histone markers in Pre-B ALL Leukemia","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"COD;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44217/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA189195",26219304,SRP018563,"chunhua song","Nov 03, 2015"
GSE44218,"Mechanism of Ikaros tumor suppression in Leukemia","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",13,,"COD;PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44218/suppl",26219304,,"chunhua song","Nov 03, 2015"
GSE73207,"ChIP-Seq on Cohesin mutant TF-1 Cell Line","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",15,,"NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73207/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA296372",26607380,SRP063863,"Howard Chang","Nov 03, 2015"
GSE63484,"Genome-wide map of JMJD1C binding in Kasumi-1 cells [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",11,,"TDF;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63484/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA268021",26494788,SRP050057,"Mo Chen","Nov 02, 2015"
GSE63486,"JMJD1C is required for the survival of acute myeloid leukemia by functioning as a co-activator for key transcription factors","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",17,,"TDF;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63486/suppl",26494788,,"Mo Chen","Nov 02, 2015"
GSE69516,"EHMT1 and EHMT2 inhibition induce fetal hemoglobin expression [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",72,,"TDF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69516/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA285772",26320100,SRP059032,"Peter van Galen","Nov 02, 2015"
GSE71422,"EHMT1 and EHMT2 inhibition induce fetal hemoglobin expression","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",78,,,,26320100,,"Peter van Galen","Nov 02, 2015"
GSE71848,"Mitotic Transcriptional Clearance of Actively Engaged Pol II Through Transcriptional Elongation Control","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing;Other","Homo sapiens",37,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71848/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA292310",26527278,SRP062167,"Ali Shilatifard","Oct 30, 2015"
GSE72360,"Mapping of 5-hydroxymethylcytosine by selective chemical labeling (SCL-seq) in human naive B cells and in vitro differentiated plasmablasts (P1 cells) [HTS]","Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",10,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72360/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA293878",26565917,SRP062840,"Gilles Salbert","Oct 30, 2015"
GSE72498,"Cell cycle-dependent reconfiguration of the DNA (hydroxy) methylome during terminal differentiation of human B cells into plasma cells","Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Methylation profiling by genome tiling array;Expression profiling by array","Homo sapiens",52,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72498/suppl",26565917,,"Gilles Salbert","Oct 30, 2015"
GSE62811,"Identification of the BRD1 interactome and its impact on mental disorder risk","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62811/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA265199",,SRP049374,"Tue Fryland","Oct 29, 2015"
GSE66252,"A MYC-driven change in mitochondrial dynamics limits stem cell properties of mammary epithelial cells (ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66252/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA276281",26678338,SRP055476,"Martin Eilers","Oct 28, 2015"
GSE66263,"A MYC-driven change in mitochondrial dynamics limits stem cell properties of mammary epithelial cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",14,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66263/suppl",26678338,,"Martin Eilers","Oct 28, 2015"
GSE72002,"Enhancers","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72002/suppl",,,"Xiaoyang Zhang","Oct 27, 2015"
GSE74340,"Comprehensive nucleosome mapping of the human genome in cancer progression","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",18,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74340/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA299770",26735342,SRP065259,"Brooke Druliner","Oct 27, 2015"
GSE74351,"P300 ChIP-Seq analysis of PC3 cells treated with MnTE-2-PyP or not 24 hours prior to irradiation of 20 Gy.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74351/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA299810",,SRP065267,"Brian Patrick OConnor","Oct 27, 2015"
GSE74359,"A multiplexed system for quantitative comparisons of chromatin landscapes","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",312,,"TDF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74359/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA299813",26687680,SRP065275,"Peter van Galen","Oct 27, 2015"
GSE62718,"FOXP1 orchestration of ASD-relevant signaling pathways.","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",36,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62718/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA264860",26494785,SRP049264,"Genevieve Konopka","Oct 26, 2015"
GSE66992,"ChIP-seq of H3K27ac in lung cancer, endometrial carcinoma and head and neck squamous cell carcinoma cells.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66992/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA278653",26656844,SRP056244,"Xiaoyang Zhang","Oct 26, 2015"
