Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE113464,"ChIP-seq from A549 (ENCSR984DZW)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113464/suppl",22955616,,"ENCODE DCC","Apr 20, 2018"
GSE113361,"Bivalent chromatin domains in glioblastoma multiforme reveal an epigenetic signature of early neural development mediated by SHH and Wnt signaling","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",5,,"BED9;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113361/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA450874",29549165,SRP141093,"Vishy Iyer","Apr 19, 2018"
GSE88758,"SMAD2/3 chromatin immunoprecipitation and sequencing (ChIP-seq) in PANC-1 cells following TGFb treatment","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88758/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA348470",29748571,SRP091560,"Leandro Castellano","Apr 18, 2018"
GSE88759,"TGF-β regulation of miRNA expression in pancreatic cancer","Non-coding RNA profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",39,,"TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88759/suppl",29748571,,"Leandro Castellano","Apr 18, 2018"
GSE97989,"5hmC dynamically correlated with enhancer's activities during hES-to-Pancreatic endoderm cell differentiation (ATAC-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",5,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97989/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA383583",29394393,SRP104303,"Jia Li","Apr 18, 2018"
GSE97992,"5hmC dynamically correlated with enhancer's activities during hES-to-Pancreatic endoderm cell differentiation","Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",29,,"BED;BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97992/suppl",29394393,,"Jia Li","Apr 18, 2018"
GSE113219,"Epigenetic changes induced by Bacteroides fragilis toxin (BFT) [ATAC-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113219/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA450440",,SRP140574,"Winston Timp","Apr 18, 2018"
GSE113220,"Epigenetic changes induced by Bacteroides fragilis toxin (BFT)","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",24,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113220/suppl",30885929,,"Winston Timp","Apr 18, 2018"
GSE113238,"Genome-wide maps of linker histone H1 lysine 85 acetylation in HCT116 cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113238/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA450529",29982688,SRP140615,"Zhiming Li","Apr 18, 2018"
GSE107785,"Essential Roles of SETD7 as Transcriptional Activator and Co-regulator of H3K36me in Cardiac Lineage Commitment","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",34,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107785/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA421471",29499155,SRP126335,"Joseph Wu","Apr 17, 2018"
GSE109411,"BRD4 profiling identifies critical Chronic Lymphocytic Leukemia oncogenic circuits and reveals sensitivity to PLX51107, a novel structurally distinct BET inhibitor [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",49,,"BED;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109411/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA430819",29386193,SRP131126,"Hatice Gulcin Ozer","Apr 17, 2018"
GSE109593,"BRD4 profiling identifies critical Chronic Lymphocytic Leukemia oncogenic circuits and reveals sensitivity to PLX51107, a novel structurally distinct BET inhibitor","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",58,,"BED;CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109593/suppl",29386193,,"Hatice Gulcin Ozer","Apr 17, 2018"
GSE113181,"Stabilizing Heterochromatin by DGCR8 Alleviates Senescence and Osteoarthritis (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",5,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113181/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA450388",,SRP140508,"Zunpeng Liu","Apr 17, 2018"
GSE101559,"JMJD6 licenses estrogen receptor alpha-dependent enhancer RNA and coding gene activation by modulating CARM1/MED12 co-activator complex in breast cancer [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101559/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA394837",29628309,SRP112705,"Wen Liu","Apr 16, 2018"
GSE101562,"JMJD6 licenses estrogen receptor alpha-dependent enhancer RNA and coding gene activation by modulating CARM1/MED12 co-activator complex in breast cancer","Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",14,,"BIGWIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101562/suppl",29628309,,"Wen Liu","Apr 16, 2018"
GSE109690,"A Nucleosome Destabilizing Factor that Facilitates Transcription in Chromatin","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",28,,"BED;BIGWIG;BW;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109690/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431727",29759984,SRP131467,"James T Kadonaga","Apr 16, 2018"
GSE80443,"ETV1 binding sites in GIST and Melanoma cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80443/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA319395",29360641,SRP073739,"Yu Chen","Apr 15, 2018"
GSE113092,"GRHL2 is a key lineage determining factor which collaborates with FOXA1 to establish a targetable collateral pathway in the setting of endocrine therapy-resistant breast cancer [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",83,,"BED;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113092/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA449958",,SRP139878,"Jeff Jasper","Apr 13, 2018"
GSE100566,"Mapping STAT1 pS727 occupancy and effect of cortistatin A (CA) on STAT1 occupancy in JAK2-driven neoplasms","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BED;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100566/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA392122",29239838,SRP110612,"Ioana Ilinca Nitulescu","Apr 11, 2018"
GSE112633,"TAF-ChIP: An ultra low input approach for genome wide chromatin immunoprecipitation assay","Genome binding/occupancy profiling by high throughput sequencing","Drosophila melanogaster;Homo sapiens",23,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112633/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA448587",,SRP137008,"Junaid Akhtar","Apr 11, 2018"
GSE89976,"Proliferation pause as an early blockade of human cellular reprogramming toward pluripotency [ChIP-seq analysis]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89976/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA354534",29641997,SRP093738,"Akira Watanabe","Apr 10, 2018"
GSE90015,"Proliferation pause as an early blockade of human cellular reprogramming toward pluripotency","Methylation profiling by genome tiling array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",212,,"BW;IDAT;TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90015/suppl",29641997,,"Akira Watanabe","Apr 10, 2018"
GSE107297,"Bone density loci identified by genome-wide association studies segregate a lineage-specific PU.1-dependent gene regulatory network in osteoclasts","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens;Mus musculus",24,,"BEDGRAPH;CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107297/suppl",29619268,,"Sudarshana Mangalore Sharma","Apr 10, 2018"
GSE108619,"A whole genome-screening strategy to identify DNA2 binding sites and genomic regions that require DNA2 for replication","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108619/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA427827",29773570,SRP127688,"Xiwei Wu","Apr 10, 2018"
GSE112028,"MCM2-7-dependent cohesin loading during S phase promotes sister-chromatid cohesion","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",7,,"BED;BIGWIG;BROADPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112028/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA438972",29611806,SRP136013,"Hongtao Yu","Apr 10, 2018"
GSE104479,"SLEAR predisposes to systemic lupus erythematosus by regulating apoptosis [ChIRP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104479/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA412810",,SRP119242,"Xiaowei Chen","Apr 09, 2018"
GSE104480,"SLEAR predisposes to systemic lupus erythematosus by regulating apoptosis","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104480/suppl",,,"Xiaowei Chen","Apr 09, 2018"
GSE104750,"DNA accessibility in reactive and non-reactive CMV specific CD8+ lymphocytes","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104750/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA413763",29563122,SRP119653,"Kristine Hardy","Apr 09, 2018"
GSE106162,"FAIRE-seq in PBMCs","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"TDF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106162/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA415799",29317287,SRP121467,"Carsten Carlberg","Apr 09, 2018"
GSE103023,"Estrogen receptor ChIP-seq in response to mTOR inhibition","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",24,,"NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103023/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA399833",29483206,SRP116074,"Jason Carroll","Apr 06, 2018"
GSE112344,"Genome-wide maps of chromatin state in EndoC-βH1 Cells ","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112344/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA445713",29712868,SRP136485,"Gary Felsenfeld","Apr 06, 2018"
GSE112346,"4C-seq of insulin promoter, knockdown of INS promoter activity and Genome-wide maps of chromatin state in EndoC-βH1 Cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",18,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112346/suppl",29712868,,"Gary Felsenfeld","Apr 06, 2018"
GSE109091,"A CLK3-HMGA2 alternative splicing axis impacts human hematopoietic stem cell molecular identity throughout development [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",18,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109091/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA429649",29625070,SRP128922,"Michael Guo","Apr 05, 2018"
GSE109093,"A CLK3-HMGA2 alternative splicing axis impacts human hematopoietic stem cell molecular identity throughout development","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Non-coding RNA profiling by array","Homo sapiens",74,,"RCC;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109093/suppl",29625070,,"Michael Guo","Apr 05, 2018"
GSE111460,"SLAM-seq defines direct gene-regulatory functions of the BRD4-MYC axis [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",14,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111460/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA437112",,SRP134016,"Matthias Muhar","Apr 05, 2018"
GSE111463,"SLAM-seq defines direct gene-regulatory functions of the BRD4-MYC axis","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",137,,"BW;TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111463/suppl",29622725,,"Matthias Muhar","Apr 05, 2018"
GSE112704,"Building a schizophrenia genetic network: Transcription Factor 4 regulates genes involved in neuronal development and schizophrenia risk","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",5,,"TAGALIGN;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112704/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA448758",29905862,SRP137149,"Joseph L McClay","Apr 05, 2018"
GSE107975,"Investigation of the gamma-tubulin binding site in the nuclear and mitochondrial DNA of cells in S-phase","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"BEDGRAPH;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107975/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA422088",,SRP126556,"Maria Alvarado Kristensson","Apr 04, 2018"
GSE28337,"Genome-wide maps of KDM5A/JARID1A/RBP2 and KDM5B/JARID1B/PLU1 in estrogen treated MCF7 cells.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28337/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA139465",,SRP006293,"Elizaveta V Benevolenskaya","Apr 01, 2018"
GSE85169,"MEK inhibition profoundly reprograms myogenic super enhancers in mutant-RAS driven Rhabdomyosarcoma","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",38,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85169/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA336374",29973406,SRP080881,"Javed Khan","Apr 01, 2018"
GSE85171,"Epigenetic Reprogramming of mutant RAS-driven Rhabdomyosarcoma via MEK Inhibition","Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",60,,"BED;CEL;FPKM_TRACKING","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85171/suppl",29973406,,"Javed Khan","Apr 01, 2018"
GSE99757,"Low-input and multiplexed microfluidic assay reveals epigenomic variation across cerebellum and prefrontal cortex","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",176,,"BW;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99757/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA389549",29675472,SRP108745,"Chang Lu","Mar 30, 2018"
GSE104676,"Direct Promoter Repression by BCL11A Controls the Fetal to Adult Hemoglobin Switch","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",36,,"BED;BROADPEAK;BW;GAPPEDPEAK;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104676/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA413473",29606353,SRP119506,"Stuart Orkin","Mar 30, 2018"
GSE112494,"Genome-wide chromatin accessibility profiles of TET2-disrupted T cells from a chronic lymphocytic leukemia (CLL) patient.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112494/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA447963",29849141,SRP136706,"J Joseph Melenhorst","Mar 30, 2018"
GSE108205,"ChIP-seq with DNA methylation inhibitor in HCT116","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108205/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA422959",29970451,SRP127036,"Peter A Jones","Mar 28, 2018"
GSE108210,"DNA methylation inhibitor in HCT116","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",34,,,,29970451,,"Peter A Jones","Mar 28, 2018"
GSE108506,"The role of CHD7 in human central nervous system development (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",63,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108506/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA427521",29440260,SRP130911,"Tsukasa Sanosaka","Mar 28, 2018"
GSE109625,"Dynamic and integrated transcriptional code orchestrates the angiogenic response [Seq]","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",65,,"BED;TDF;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109625/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431557",30670628,SRP131219,"bing zhang","Mar 28, 2018"
GSE109626,"Dynamic and integrated transcriptional code orchestrates the angiogenic response","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Non-coding RNA profiling by array","Homo sapiens",69,,"BED;RCC;TDF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109626/suppl",30670628,,"bing zhang","Mar 28, 2018"
GSE111327,"Chromatin remodeler CHD7 regulates the stem cell identity of human neural progenitors","Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",185,,"BW;IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111327/suppl",29440260,,"Tsukasa Sanosaka","Mar 28, 2018"
